alpha,model,n_m,W_synth,W_truth,W_L,W_U,W_width,covered,Elo_width,abs_bias
0.2,kimi-k2-thinking-turbo,5346,0.4701406291332337,0.4647399925177703,0.46757793188537294,0.4727033263810944,0.005125394495721469,False,3.5742676330448626,0.005400636615463361
0.5,kimi-k2-thinking-turbo,5346,0.4701406291332337,0.4647399925177703,0.4687918632520861,0.47148939501438125,0.0026975317622951467,False,1.8811504826255683,0.005400636615463361
0.8,kimi-k2-thinking-turbo,5346,0.4701406291332337,0.4647399925177703,0.46963401516512254,0.4706472431013448,0.0010132279362222718,False,0.7065830347822127,0.005400636615463361
0.95,kimi-k2-thinking-turbo,5346,0.4701406291332337,0.4647399925177703,0.47001523543735924,0.4702660228291081,0.00025078739174888565,False,0.17488864258985415,0.005400636615463361
0.05,kimi-k2.5-instant-20260302,8018,0.5114065542766604,0.5137191319531055,0.5083701144205149,0.5144429941328058,0.006072879712290868,True,4.222118400167537,0.0023125776764451045
0.1,kimi-k2.5-instant-20260302,8018,0.5114065542766604,0.5137191319531055,0.5088582936199356,0.5139548149333851,0.005096521313449509,True,3.5433005439394494,0.0023125776764451045
0.15,kimi-k2.5-instant-20260302,8018,0.5114065542766604,0.5137191319531055,0.5091763853720216,0.5136367231812992,0.00446033780927757,False,3.1009946393011387,0.0023125776764451045
0.2,kimi-k2.5-instant-20260302,8018,0.5114065542766604,0.5137191319531055,0.5094211329719732,0.5133919755813475,0.003970842609374303,False,2.760675354172683,0.0023125776764451045
0.5,kimi-k2.5-instant-20260302,8018,0.5114065542766604,0.5137191319531055,0.5103616128510976,0.5124514957022231,0.0020898828511255463,False,1.4529576380885567,0.0023125776764451045
0.8,kimi-k2.5-instant-20260302,8018,0.5114065542766604,0.5137191319531055,0.5110140607168457,0.511799047836475,0.0007849871196292657,False,0.5457490599099977,0.0023125776764451045
0.95,kimi-k2.5-instant-20260302,8018,0.5114065542766604,0.5137191319531055,0.5113094068998213,0.5115037016534995,0.00019429475367815918,False,0.13508012553941698,0.0023125776764451045
0.05,kimi-k2.5-text,8002,0.512283105266126,0.5163084228942765,0.5092616894418742,0.5153045210903777,0.006042831648503499,False,4.201576415289845,0.004025317628150504
0.1,kimi-k2.5-text,8002,0.512283105266126,0.5163084228942765,0.5097474531744293,0.5148187573578227,0.00507130418339341,False,3.5260613512027263,0.004025317628150504
0.15,kimi-k2.5-text,8002,0.512283105266126,0.5163084228942765,0.510063971037074,0.5145022394951779,0.004438268458103911,False,3.0859074533837973,0.004025317628150504
0.2,kimi-k2.5-text,8002,0.512283105266126,0.5163084228942765,0.5103075076478668,0.5142587028843851,0.003951195236518323,False,2.7472439503791124,0.004025317628150504
0.5,kimi-k2.5-text,8002,0.512283105266126,0.5163084228942765,0.5112433341169554,0.5133228764152965,0.002079542298341064,False,1.4458886733043312,0.004025317628150504
0.8,kimi-k2.5-text,8002,0.512283105266126,0.5163084228942765,0.5118925537292198,0.5126736568030321,0.0007811030738122948,False,0.5430938747722891,0.004025317628150504
0.95,kimi-k2.5-text,8002,0.512283105266126,0.5163084228942765,0.5121864385657886,0.5123797719664633,0.00019333340067473337,False,0.1344229322727331,0.004025317628150504
0.05,kimi-k2.6-text,7382,0.5278672071643065,0.5222162015713898,0.5247000765846809,0.531034337743932,0.0063342611592511755,False,4.415270522158868,0.005651005592916647
0.1,kimi-k2.6-text,7382,0.5278672071643065,0.5222162015713898,0.5252092673949956,0.5305251469336173,0.005315879538621671,False,3.7053969454735767,0.005651005592916647
0.15,kimi-k2.6-text,7382,0.5278672071643065,0.5222162015713898,0.5255410500624899,0.5301933642661231,0.004652314203633212,False,3.2428560713499244,0.005651005592916647
0.2,kimi-k2.6-text,7382,0.5278672071643065,0.5222162015713898,0.5257963317887286,0.5299380825398843,0.004141750751155637,False,2.8869677682240913,0.005651005592916647
0.5,kimi-k2.6-text,7382,0.5278672071643065,0.5222162015713898,0.5267772906503603,0.5289571236782526,0.002179833027892375,False,1.5194253943753246,0.005651005592916647
0.8,kimi-k2.6-text,7382,0.5278672071643065,0.5222162015713898,0.5274578203776461,0.5282765939509668,0.0008187735733207191,False,0.5707151074098733,0.005651005592916647
0.95,kimi-k2.6-text,7382,0.5278672071643065,0.5222162015713898,0.5277658784891164,0.5279685358394965,0.0002026573503801643,False,0.1412595504020178,0.005651005592916647
0.05,model-22,4516,0.5529616485776857,0.5567980513728964,0.5491290982230268,0.5567941989323446,0.007665100709317807,False,5.386806388233239,0.0038364027952106916
0.1,model-22,4516,0.5529616485776857,0.5567980513728964,0.5497452709293922,0.5561780262259792,0.006432755296587045,False,4.520722749333343,0.0038364027952106916
0.15,model-22,4516,0.5529616485776857,0.5567980513728964,0.5501467617261895,0.5557765354291819,0.005629773702992447,False,3.9564009511426965,0.0038364027952106916
0.2,model-22,4516,0.5529616485776857,0.5567980513728964,0.5504556785977351,0.5554676185576363,0.005011939959901124,False,3.522201623639212,0.0038364027952106916
0.5,model-22,4516,0.5529616485776857,0.5567980513728964,0.5516427386631576,0.5542805584922138,0.0026378198290561983,False,1.8537480282462013,0.0038364027952106916
0.8,model-22,4516,0.5529616485776857,0.5567980513728964,0.5524662488980825,0.5534570482572889,0.000990799359206429,False,0.6962903492711563,0.0038364027952106916
0.95,model-22,4516,0.5529616485776857,0.5567980513728964,0.5528390305673848,0.5530842665879866,0.00024523602060178007,False,0.17234106723654313,0.0038364027952106916
0.05,model-01,8992,0.529492208013838,0.5255226868327402,0.5267673008569647,0.5322171151707114,0.0054498143137466926,False,3.800178436141408,0.003969521181097835
0.1,model-01,8992,0.529492208013838,0.5255226868327402,0.5272053938399842,0.5317790221876918,0.004573628347707581,False,3.1892007779266134,0.003969521181097835
0.15,model-01,8992,0.529492208013838,0.5255226868327402,0.5274908500099943,0.5314935660176817,0.0040027160076874235,False,2.791097753317379,0.003969521181097835
0.2,model-01,8992,0.529492208013838,0.5255226868327402,0.5277104869922273,0.5312739290354487,0.003563442043221343,False,2.4847887909066824,0.003969521181097835
0.5,model-01,8992,0.529492208013838,0.5255226868327402,0.5285544755034224,0.5304299405242536,0.0018754650208312462,False,1.3077580311592039,0.003969521181097835
0.8,model-01,8992,0.529492208013838,0.5255226868327402,0.52913998351382,0.529844432513856,0.0007044490000360781,False,0.4912103841610589,0.003969521181097835
0.95,model-01,8992,0.529492208013838,0.5255226868327402,0.5294050277649407,0.5295793882627353,0.00017436049779462337,False,0.12158108474483478,0.003969521181097835
0.05,model-59,5331,0.4748495550448081,0.45826299005815047,0.4707836024443058,0.4789155076453104,0.008131905201004597,False,5.665086317968299,0.016586564986657615
0.1,model-59,5331,0.4748495550448081,0.45826299005815047,0.4714373000571133,0.47826181003250284,0.0068245099753895255,False,4.754258925030664,0.016586564986657615
0.15,model-59,5331,0.4748495550448081,0.45826299005815047,0.4718632416360234,0.47783586845359277,0.005972626817569382,False,4.160783698015923,0.016586564986657615
0.2,model-59,5331,0.4748495550448081,0.45826299005815047,0.472190971539343,0.4775081385502732,0.005317167010930213,False,3.7041535036212343,0.016586564986657615
0.5,model-59,5331,0.4748495550448081,0.45826299005815047,0.47345032354083455,0.4762487865487816,0.0027984630079470607,False,1.9495090160291406,0.016586564986657615
0.8,model-59,5331,0.4748495550448081,0.45826299005815047,0.47432398553386296,0.4753751245557532,0.001051139021890246,False,0.7322592227910805,0.016586564986657615
0.95,model-59,5331,0.4748495550448081,0.45826299005815047,0.47471946959994354,0.4749796404896726,0.0002601708897290722,False,0.18124383438777728,0.016586564986657615
0.05,model-14,5141,0.5090948492129489,0.5008753160863645,0.5048567096004647,0.5133329888254331,0.008476279224968408,False,5.892012830700308,0.00821953312658441
0.1,model-14,5141,0.5090948492129489,0.5008753160863645,0.505538090329567,0.5126516080963308,0.007113517766763833,False,4.944697964613221,0.00821953312658441
0.15,model-14,5141,0.5090948492129489,0.5008753160863645,0.5059820698973465,0.5122076285285513,0.006225558631204775,False,4.327449000194111,0.00821953312658441
0.2,model-14,5141,0.5090948492129489,0.5008753160863645,0.5063236786719503,0.5118660197539475,0.0055423410819972485,False,3.8525272041630725,0.00821953312658441
0.5,model-14,5141,0.5090948492129489,0.5008753160863645,0.5076363623473388,0.510553336078559,0.0029169737312202404,False,2.027597572243589,0.00821953312658441
0.8,model-14,5141,0.5090948492129489,0.5008753160863645,0.5085470226192067,0.5096426758066911,0.0010956531874843911,False,0.7615901022092989,0.00821953312658441
0.95,model-14,5141,0.5090948492129489,0.5008753160863645,0.5089592548440377,0.5092304435818601,0.00027118873782239206,False,0.18850360972322702,0.00821953312658441
0.05,mimo-v2.5-pro-text,9056,0.5403932153077846,0.5327407243816255,0.5372841196183512,0.543502310997218,0.006218191378866811,False,4.349284833787297,0.007652490926159161
0.1,mimo-v2.5-pro-text,9056,0.5403932153077846,0.5327407243816255,0.5377839799536442,0.543002450661925,0.0052184707082807424,False,3.6500205228743687,0.007652490926159161
0.15,mimo-v2.5-pro-text,9056,0.5403932153077846,0.5327407243816255,0.5381096829947413,0.542676747620828,0.004567064626086692,False,3.194392372045309,0.007652490926159161
0.2,mimo-v2.5-pro-text,9056,0.5403932153077846,0.5327407243816255,0.5383602869072373,0.542426143708332,0.004065856801094725,False,2.843822819092992,0.007652490926159161
0.5,mimo-v2.5-pro-text,9056,0.5403932153077846,0.5327407243816255,0.5393232705580632,0.541463160057506,0.002139889499442882,False,1.496718119008218,0.007652490926159161
0.8,mimo-v2.5-pro-text,9056,0.5403932153077846,0.5327407243816255,0.5399913301749438,0.5407951004406254,0.0008037702656815693,False,0.5621859872718852,0.007652490926159161
0.95,mimo-v2.5-pro-text,9056,0.5403932153077846,0.5327407243816255,0.5402937433916988,0.5404926872238704,0.00019894383217167189,False,0.13914848075382893,0.007652490926159161
0.05,mimo-v2.5-text,9097,0.4873802304674836,0.48037814664175005,0.48410228206326084,0.4906581788717063,0.006555896808445483,False,4.558473071054628,0.007002083825733529
0.1,mimo-v2.5-text,9097,0.4873802304674836,0.48037814664175005,0.4846292894480695,0.49013117148689767,0.005501882038828176,False,3.8255749375385397,0.007002083825733529
0.15,mimo-v2.5-text,9097,0.4873802304674836,0.48037814664175005,0.4849726811833071,0.48978777975166005,0.004815098568352938,False,3.348031933214199,0.007002083825733529
0.2,mimo-v2.5-text,9097,0.4873802304674836,0.48037814664175005,0.4852368952111514,0.4895235657238158,0.004286670512664403,False,2.9806008074262627,0.007002083825733529
0.5,mimo-v2.5-text,9097,0.4873802304674836,0.48037814664175005,0.48625217780031244,0.4885082831346547,0.0022561053343422843,False,1.568704542691239,0.007002083825733529
0.8,mimo-v2.5-text,9097,0.4873802304674836,0.48037814664175005,0.4869565192467729,0.48780394168819424,0.0008474224414213305,False,0.5892249221505879,0.007002083825733529
0.95,mimo-v2.5-text,9097,0.4873802304674836,0.48037814664175005,0.4872753563043284,0.48748510463063877,0.0002097483263103772,False,0.14584097297907853,0.007002083825733529
0.05,minimax-m2.5,9629,0.36304770262025937,0.3633814518641604,0.3596380134632128,0.36645739177730596,0.006819378314093183,True,5.123044465663158,0.0003337492439010048
0.1,minimax-m2.5,9629,0.36304770262025937,0.3633814518641604,0.36018620127585516,0.3659092039646636,0.005723002688808432,True,4.2993662268476625,0.0003337492439010048
0.15,minimax-m2.5,9629,0.36304770262025937,0.3633814518641604,0.3605433939256085,0.3655520113149102,0.005008617389301695,True,3.7626754379147562,0.0003337492439010048
0.2,minimax-m2.5,9629,0.36304770262025937,0.3633814518641604,0.3608182267157524,0.3652771785247663,0.0044589518090139,True,3.349736159312906,0.0003337492439010048
0.5,minimax-m2.5,9629,0.36304770262025937,0.3633814518641604,0.36187431351417215,0.3642210917263466,0.0023467782121744385,True,1.7629779904851481,0.0003337492439010048
0.8,minimax-m2.5,9629,0.36304770262025937,0.3633814518641604,0.36260696244475354,0.3634884427957652,0.0008814803510116542,True,0.6621959166032054,0.0003337492439010048
0.95,minimax-m2.5,9629,0.36304770262025937,0.3633814518641604,0.36293861356428037,0.3631567916762384,0.00021817811195801173,False,0.16390224055195557,0.0003337492439010048
0.05,mistral-medium-2508,5572,0.47742467130363636,0.48133524766690594,0.47341477842978175,0.481434564177491,0.00801978574770923,True,5.58422250920699,0.00391057636326958
0.1,mistral-medium-2508,5572,0.47742467130363636,0.48133524766690594,0.4740594631216123,0.48078987948566043,0.006730416364048142,False,4.686397246282839,0.00391057636326958
0.15,mistral-medium-2508,5572,0.47742467130363636,0.48133524766690594,0.47447953198855847,0.48036981061871425,0.0058902786301557875,False,4.101393657412788,0.00391057636326958
0.2,mistral-medium-2508,5572,0.47742467130363636,0.48133524766690594,0.4748027432831781,0.4800465993240946,0.005243856040916484,False,3.6512815657177184,0.00391057636326958
0.5,mistral-medium-2508,5572,0.47742467130363636,0.48133524766690594,0.47604473184345597,0.47880461076381675,0.002759878920360781,False,1.9216827238674328,0.00391057636326958
0.8,mistral-medium-2508,5572,0.47742467130363636,0.48133524766690594,0.4769063481346959,0.4779429944725768,0.0010366463378809199,False,0.721807378866896,0.00391057636326958
0.95,mistral-medium-2508,5572,0.47742467130363636,0.48133524766690594,0.4772963794248058,0.4775529631824669,0.00025658375766113295,False,0.17865686675811226,0.00391057636326958
0.05,mistral-small-2603,9528,0.435858910083403,0.42815910999160367,0.4325709365333871,0.4391468836334189,0.006575947100031843,False,4.6459629559602,0.007699800091799325
0.1,mistral-small-2603,9528,0.435858910083403,0.42815910999160367,0.4330995556964226,0.4386182644703834,0.005518708773960768,False,3.8989969938905715,0.007699800091799325
0.15,mistral-small-2603,9528,0.435858910083403,0.42815910999160367,0.4334439976471564,0.4382738225196496,0.004829824872493171,False,3.4122880705745064,0.007699800091799325
0.2,mistral-small-2603,9528,0.435858910083403,0.42815910999160367,0.43370901973657555,0.43800880043023044,0.004299780693654887,False,3.0378046991175705,0.007699800091799325
0.5,mistral-small-2603,9528,0.435858910083403,0.42815910999160367,0.43472740742524474,0.43699041274156125,0.002263005316316513,False,1.5988106013065595,0.007699800091799325
0.8,mistral-small-2603,9528,0.435858910083403,0.42815910999160367,0.43543390300130647,0.4362839171654995,0.0008500141641930581,False,0.6005330547061035,0.007699800091799325
0.95,mistral-small-2603,9528,0.435858910083403,0.42815910999160367,0.4357537151773178,0.4359641049894882,0.000210389812170364,False,0.14863988262454075,0.007699800091799325
0.05,qwen3-235b-a22b-instruct-2507,5037,0.4769284224167497,0.4819336906889021,0.4728953690553482,0.48096147577815124,0.008066106722803057,False,5.6169875217559095,0.005005268272152419
0.1,qwen3-235b-a22b-instruct-2507,5037,0.4769284224167497,0.4819336906889021,0.47354377734086234,0.4803130674926371,0.006769290151774743,False,4.713893971926924,0.005005268272152419
0.15,qwen3-235b-a22b-instruct-2507,5037,0.4769284224167497,0.4819336906889021,0.4739662724571044,0.47989057237639504,0.005924299919290665,False,4.1254577857593615,0.005005268272152419
0.2,qwen3-235b-a22b-instruct-2507,5037,0.4769284224167497,0.4819336906889021,0.47429135056747185,0.47956549426602757,0.005274143698555722,False,3.6727046418490272,0.005005268272152419
0.5,qwen3-235b-a22b-instruct-2507,5037,0.4769284224167497,0.4819336906889021,0.47554051265120495,0.47831633218229447,0.0027758195310895184,False,1.9329576106539699,0.005005268272152419
0.8,qwen3-235b-a22b-instruct-2507,5037,0.4769284224167497,0.4819336906889021,0.47640710549768245,0.47744973933581697,0.0010426338381345213,False,0.7260423440681356,0.005005268272152419
0.95,qwen3-235b-a22b-instruct-2507,5037,0.4769284224167497,0.4819336906889021,0.47679938954494117,0.47705745528855825,0.00025806574361708634,False,0.17970507588589832,0.005005268272152419
0.05,qwen3-max-preview-v2,5418,0.4897058182199374,0.4885566629752676,0.48582292108298714,0.4935887153568877,0.007765794273900561,True,5.398623645433296,0.0011491552446697972
0.1,qwen3-max-preview-v2,5418,0.4897058182199374,0.4885566629752676,0.48644718822001376,0.4929644482198611,0.0065172599998473135,True,4.530640794730411,0.0011491552446697972
0.15,qwen3-max-preview-v2,5418,0.4897058182199374,0.4885566629752676,0.4868539532514245,0.49255768318845033,0.0057037299370258365,True,3.965081293516738,0.0011491552446697972
0.2,qwen3-max-preview-v2,5418,0.4897058182199374,0.4885566629752676,0.4871669282485102,0.4922447081913646,0.00507777994285441,True,3.5299295543230085,0.0011491552446697972
0.5,qwen3-max-preview-v2,5418,0.4897058182199374,0.4885566629752676,0.48836958227856464,0.4910420541613102,0.002672471882745553,True,1.8578155893635226,0.0011491552446697972
0.8,qwen3-max-preview-v2,5418,0.4897058182199374,0.4885566629752676,0.4892039106598087,0.4902077257800661,0.0010038151202573786,False,0.6978182145911472,0.0011491552446697972
0.95,qwen3-max-preview-v2,5418,0.4897058182199374,0.4885566629752676,0.4895815894226413,0.48983004701723354,0.00024845759459224404,False,0.17271923562240177,0.0011491552446697972
0.05,qwen3.5-122b-a10b,5334,0.47399358975594313,0.4672853393325834,0.4701401997497704,0.4778469797621159,0.007706780012345482,False,5.369853966492538,0.006708250423359707
0.1,qwen3.5-122b-a10b,5334,0.47399358975594313,0.4672853393325834,0.47075972292078333,0.47722745659110294,0.006467733670319609,False,4.50649676668083,0.006708250423359707
0.15,qwen3.5-122b-a10b,5334,0.47399358975594313,0.4672853393325834,0.4711633968404406,0.47682378267144565,0.0056603858310050326,False,3.9439512130578427,0.006708250423359707
0.2,qwen3.5-122b-a10b,5334,0.47399358975594313,0.4672853393325834,0.471473993460288,0.47651318605159826,0.005039192591310249,False,3.5111184458922917,0.006708250423359707
0.5,qwen3.5-122b-a10b,5334,0.47399358975594313,0.4672853393325834,0.4726675082140512,0.4753196712978351,0.0026521630837839094,False,1.8479152746683665,0.006708250423359707
0.8,qwen3.5-122b-a10b,5334,0.47399358975594313,0.4672853393325834,0.47349549632003474,0.47449168319185153,0.0009961868718167954,False,0.6940995410333483,0.006708250423359707
0.95,qwen3.5-122b-a10b,5334,0.47399358975594313,0.4672853393325834,0.47387030500512545,0.4741168745067608,0.00024656950163537417,False,0.17179881495329732,0.006708250423359707
0.05,qwen3.5-27b,5078,0.47539666490509686,0.46435604568727845,0.4713641601513666,0.4794291696588271,0.008065009507460474,False,5.617868113066762,0.011040619217818404
0.1,qwen3.5-27b,5078,0.47539666490509686,0.46435604568727845,0.4720124802352807,0.478780849574913,0.006768369339632319,False,4.714632946458239,0.011040619217818404
0.15,qwen3.5-27b,5078,0.47539666490509686,0.46435604568727845,0.47243491788041064,0.47835841192978307,0.005923494049372424,False,4.126104496310721,0.011040619217818404
0.2,qwen3.5-27b,5078,0.47539666490509686,0.46435604568727845,0.47275995177109414,0.47803337803909957,0.005273426268005421,False,3.6732803677279926,0.011040619217818404
0.5,qwen3.5-27b,5078,0.47539666490509686,0.46435604568727845,0.4740089439339657,0.476784385876228,0.0027754419422623133,False,1.9332606017297904,0.011040619217818404
0.8,qwen3.5-27b,5078,0.47539666490509686,0.46435604568727845,0.4748754188996614,0.4759179109105323,0.0010424920108709212,False,0.7261561492764956,0.011040619217818404
0.95,qwen3.5-27b,5078,0.47539666490509686,0.46435604568727845,0.47526764958535545,0.47552568022483827,0.00025803063948282023,False,0.17973324410588215,0.011040619217818404
0.05,qwen3.5-35b-a3b,5552,0.4440661952898861,0.44299351585014407,0.4402502294791238,0.44788216110064843,0.007631931621524646,True,5.370527548217522,0.0010726794397420414
0.1,qwen3.5-35b-a3b,5552,0.4440661952898861,0.44299351585014407,0.4408637358295771,0.4472686547501951,0.006404918920618008,True,4.507061263251418,0.0010726794397420414
0.15,qwen3.5-35b-a3b,5552,0.4440661952898861,0.44299351585014407,0.44126348926061865,0.4468689013191536,0.005605412058534931,True,3.944444859268,0.0010726794397420414
0.2,qwen3.5-35b-a3b,5552,0.4440661952898861,0.44299351585014407,0.4415710693603172,0.446561321219455,0.0049902518591378175,True,3.5115576841869216,0.0010726794397420414
0.5,qwen3.5-35b-a3b,5552,0.4440661952898861,0.44299351585014407,0.4427529926765933,0.44537939790317893,0.0026264052265856375,True,1.8481461098854746,0.0010726794397420414
0.8,qwen3.5-35b-a3b,5552,0.4440661952898861,0.44299351585014407,0.44357293934669145,0.44455945123308077,0.0009865118863893185,False,0.6941862038324778,0.0010726794397420414
0.95,qwen3.5-35b-a3b,5552,0.4440661952898861,0.44299351585014407,0.44394410788286137,0.44418828269691085,0.0002441748140494804,False,0.17182026354950725,0.0010726794397420414
0.05,qwen3.5-397b-a17b-text,7991,0.519729056581009,0.5056313352521586,0.5167733071901748,0.5226848059718432,0.005911498781668412,False,4.11418385343783,0.014097721328850343
0.1,qwen3.5-397b-a17b-text,7991,0.519729056581009,0.5056313352521586,0.5172485134974512,0.5222095996645668,0.004961086167115658,False,3.452719945118451,0.014097721328850343
0.15,qwen3.5-397b-a17b-text,7991,0.519729056581009,0.5056313352521586,0.5175581522675241,0.5218999608944939,0.0043418086269697564,False,3.021721398460724,0.014097721328850343
0.2,qwen3.5-397b-a17b-text,7991,0.519729056581009,0.5056313352521586,0.5177963959356808,0.5216617172263371,0.0038653212906563095,False,2.6901021475546174,0.014097721328850343
0.5,qwen3.5-397b-a17b-text,7991,0.519729056581009,0.5056313352521586,0.5187118834676296,0.5207462296943883,0.0020343462267586876,False,1.4158148528228018,0.014097721328850343
0.8,qwen3.5-397b-a17b-text,7991,0.519729056581009,0.5056313352521586,0.5193469931596043,0.5201111200024137,0.0007641268428093539,False,0.5317977969341904,0.014097721328850343
0.95,qwen3.5-397b-a17b-text,7991,0.519729056581009,0.5056313352521586,0.5196344908021636,0.5198236223598544,0.00018913155769073597,False,0.13162700425609128,0.014097721328850343
0.05,qwen3.5-flash,8359,0.4466942856665061,0.4387486541452327,0.4435678709148227,0.4498207004181895,0.006252829503366808,False,4.394923558221824,0.007945631521273422
0.1,qwen3.5-flash,8359,0.4466942856665061,0.4387486541452327,0.4440705156971473,0.4493180556358649,0.005247539938717627,False,3.6883210794901204,0.007945631521273422
0.15,qwen3.5-flash,8359,0.4466942856665061,0.4387486541452327,0.44439803305076697,0.4489905382822452,0.00459250523147825,False,3.227911658717756,0.007945631521273422
0.2,qwen3.5-flash,8359,0.4466942856665061,0.4387486541452327,0.4446500329398409,0.4487385383931713,0.004088505453330393,False,2.873663368969768,0.007945631521273422
0.5,qwen3.5-flash,8359,0.4466942856665061,0.4387486541452327,0.4456183808429962,0.447770190490016,0.0021518096470197756,False,1.512423127265909,0.007945631521273422
0.8,qwen3.5-flash,8359,0.4466942856665061,0.4387486541452327,0.44629016185260556,0.44709840948040663,0.0008082476278010731,False,0.5680849567732899,0.007945631521273422
0.95,qwen3.5-flash,8359,0.4466942856665061,0.4387486541452327,0.44659425964707994,0.44679431168593225,0.00020005203885231637,False,0.1406085528198119,0.007945631521273422
0.05,qwen3.6-27b,6096,0.4992663182187817,0.4807250656167979,0.4957724518592053,0.5027601845783581,0.006987732719152817,False,4.855663505659079,0.018541252601983804
0.1,qwen3.6-27b,6096,0.4992663182187817,0.4807250656167979,0.4963341731390946,0.5021984632984687,0.005864290159374119,False,4.074981658030352,0.018541252601983804
0.15,qwen3.6-27b,6096,0.4992663182187817,0.4807250656167979,0.49670018403492133,0.5018324524026421,0.005132268367720738,False,3.5663043224591786,0.018541252601983804
0.2,qwen3.6-27b,6096,0.4992663182187817,0.4807250656167979,0.49698180179999174,0.5015508346375717,0.004569032837579923,False,3.1749181280614485,0.018541252601983804
0.5,qwen3.6-27b,6096,0.4992663182187817,0.4807250656167979,0.49806396089656685,0.5004686755409966,0.002404714644429762,False,1.6709736997906466,0.018541252601983804
0.8,qwen3.6-27b,6096,0.4992663182187817,0.4807250656167979,0.49881469720537314,0.49971793923219027,0.0009032420268171304,False,0.6276383670018199,0.018541252601983804
0.95,qwen3.6-27b,6096,0.4992663182187817,0.4807250656167979,0.49915453601068943,0.49937810042687397,0.0002235644161845407,False,0.15534880475656096,0.018541252601983804
0.05,qwen3.6-plus-text,7907,0.516103493305541,0.5010117617301125,0.513177697784361,0.519029288826721,0.005851591042359994,False,4.070370726286779,0.015091731575428424
0.1,qwen3.6-plus-text,7907,0.516103493305541,0.5010117617301125,0.5136480883018308,0.5185588983092511,0.004910810007420219,False,3.415951206606577,0.015091731575428424
0.15,qwen3.6-plus-text,7907,0.516103493305541,0.5010117617301125,0.5139545891606223,0.5182523974504596,0.004297808289837279,False,2.989542585188623,0.015091731575428424
0.2,qwen3.6-plus-text,7907,0.516103493305541,0.5010117617301125,0.5141904184428355,0.5180165681682464,0.0038261497254108434,False,2.661454882170626,0.015091731575428424
0.5,qwen3.6-plus-text,7907,0.516103493305541,0.5010117617301125,0.515096628329566,0.5171103582815159,0.0020137299519498164,False,1.400737762382188,0.015091731575428424
0.8,qwen3.6-plus-text,7907,0.516103493305541,0.5010117617301125,0.5157253017543157,0.5164816848567662,0.0007563831024504086,False,0.5261346671336662,0.015091731575428424
0.95,qwen3.6-plus-text,7907,0.516103493305541,0.5010117617301125,0.516009885866067,0.5161971007450149,0.00018721487894790556,False,0.13022530510438982,0.015091731575428424
0.05,model-02,7840,0.4589112673545293,0.4517857142857143,0.45550727885445935,0.46231525585459926,0.006807977000139909,False,4.762907095822925,0.007125553068815016
0.1,model-02,7840,0.4589112673545293,0.4517857142857143,0.4560545501522716,0.461767984556787,0.005713434404515438,False,3.9971387527594593,0.007125553068815016
0.15,model-02,7840,0.4589112673545293,0.4517857142857143,0.4564111456118774,0.4614113890971812,0.0050002434853038125,False,3.4981786691893033,0.007125553068815016
0.2,model-02,7840,0.4589112673545293,0.4517857142857143,0.45668551890926684,0.46113701579979177,0.004451496890524931,False,3.114269069338878,0.007125553068815016
0.5,model-02,7840,0.4589112673545293,0.4517857142857143,0.45773984003688845,0.46008269467217017,0.0023428546352817214,False,1.6390539785790725,0.007125553068815016
0.8,model-02,7840,0.4589112673545293,0.4517857142857143,0.4584712640522224,0.45935127065683623,0.0008800066046138477,False,0.6156489440448303,0.007125553068815016
0.95,model-02,7840,0.4589112673545293,0.4517857142857143,0.4588023606844686,0.45902017402459,0.00021781334012138664,False,0.15238126456798304,0.007125553068815016
0.05,model-21,5561,0.37396205262971344,0.36639093688185576,0.369671071853624,0.37825303340580285,0.00858196155217883,False,6.368206676958879,0.007571115747857682
0.1,model-21,5561,0.37396205262971344,0.36639093688185576,0.3703609480439136,0.37756315721551326,0.007202209171599638,False,5.344314836464491,0.007571115747857682
0.15,model-21,5561,0.37396205262971344,0.36639093688185576,0.37081046315302096,0.3771136421064059,0.006303178953384947,False,4.67717430598083,0.007571115747857682
0.2,model-21,5561,0.37396205262971344,0.36639093688185576,0.37115633110896334,0.37676777415046353,0.005611443041500186,False,4.163867075369302,0.007571115747857682
0.5,model-21,5561,0.37396205262971344,0.36639093688185576,0.3724853813364703,0.3754387239229566,0.002953342586486274,False,2.191450428022904,0.007571115747857682
0.8,model-21,5561,0.37396205262971344,0.36639093688185576,0.37340739572897,0.37451670953045685,0.001109313801486822,False,0.823134428759572,0.007571115747857682
0.95,model-21,5561,0.37396205262971344,0.36639093688185576,0.37382476766896555,0.3740993375904613,0.00027456992149577086,False,0.20373661359509423,0.007571115747857682
0.05,model-67,7918,0.4219555248305887,0.41544581965142713,0.4185457270489315,0.42536532261224586,0.006819595563314351,False,4.857161903936177,0.006509705179161551
0.1,model-67,7918,0.4219555248305887,0.41544581965142713,0.4190939323255376,0.42481711733563976,0.005723185010102161,False,4.076237700502789,0.006509705179161551
0.15,model-67,7918,0.4219555248305887,0.41544581965142713,0.4194511363546017,0.4244599133065757,0.005008776951973992,False,3.5674028679857437,0.006509705179161551
0.2,model-67,7918,0.4219555248305887,0.41544581965142713,0.41972597790026656,0.4241850717609108,0.004459093860644248,False,3.175895686443531,0.006509705179161551
0.5,model-67,7918,0.4219555248305887,0.41544581965142713,0.4207820983431072,0.42312895131807016,0.002346852974962954,False,1.6714875729821215,0.006509705179161551
